Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Nicole,2019-10-30 00:06:20,00:00:01,Autoplayed: user action: None; ,Flaked: Temporada 1: Westminster (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Nicole,2019-10-30 00:04:03,00:00:04,Autoplayed: user action: None; ,Flaked: Temporada 1: Westminster (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Nicole,2019-10-30 00:03:20,00:00:12,,Dance Academy: Série 1: Teste de impacto (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:12,00:00:12,BR (Brazil)
Nicole,2019-10-30 00:03:08,00:00:03,Autoplayed: user action: None; ,Dance Academy: Série 1: Aprendendo a voar (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Nicole,2019-10-30 00:02:00,00:00:35,Autoplayed: user action: None; ,grown-ish: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:35,00:00:35,BR (Brazil)
Nicole,2019-10-29 23:57:36,00:00:03,Autoplayed: user action: None; ,Crônicas de San Francisco: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Nicole,2019-10-29 23:55:48,00:00:08,Autoplayed: user action: None; ,The Politician: Temporada 1: Piloto (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Nicole,2019-10-29 23:55:00,00:00:02,Autoplayed: user action: None; ,Daybreak: Temporada 1: Josh x Apocalipse: Parte 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,Not latest view,BR (Brazil)
Nicole,2019-10-29 01:38:48,00:00:09,Autoplayed: user action: None; ,Cara x Cara: Temporada 1: Feito numa loja de estrada (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:17,Not latest view,BR (Brazil)
Nicole,2019-10-29 01:13:38,00:25:03,Autoplayed: user action: Unspecified; ,Cara x Cara: Temporada 1: O melhor que você pode ser (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:03,00:25:03,BR (Brazil)
Nicole,2019-10-29 00:48:12,00:00:02,Autoplayed: user action: None; ,Baby: Temporada 1: Superpoderes (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,00:00:02,BR (Brazil)
Nicole,2019-10-27 20:28:13,00:00:07,,Baby: Temporada 1: Superpoderes (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,BR (Brazil)
Nicole,2019-10-27 20:26:38,00:00:02,,Baby: Temporada 1: Superpoderes (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:02,Not latest view,BR (Brazil)
Nicole,2019-10-25 00:14:38,00:05:34,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 12 (Episódio 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:43,Not latest view,BR (Brazil)
Nicole,2019-10-24 01:39:03,00:00:02,Autoplayed: user action: None; ,Ritmo + Flow: Temporada 1: Testes em Los Angeles (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,00:00:02,BR (Brazil)
Nicole,2019-10-24 01:38:22,00:00:14,Autoplayed: user action: None; ,Amor e Tulipas,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:14,Not latest view,BR (Brazil)
Nicole,2019-10-24 01:37:35,00:00:04,Autoplayed: user action: None; ,Crônicas de San Francisco: Minissérie: Voltando para casa (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Nicole,2019-10-24 01:37:02,00:00:03,Autoplayed: user action: None; ,Gossip Girl: Temporada 1: Piloto (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Nicole,2019-10-24 01:35:05,00:00:04,Autoplayed: user action: Unspecified; ,Millennials: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:03:22,00:03:22,BR (Brazil)
Nicole,2019-10-24 01:33:07,00:01:48,Autoplayed: user action: Unspecified; ,Millennials: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:11,Not latest view,BR (Brazil)
Nicole,2019-10-24 01:32:37,00:00:04,Autoplayed: user action: None; ,Juventude à Flor da Pele: Vol. 1: Tony (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Nicole,2019-10-24 01:16:06,00:11:30,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 11 (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:45,00:47:45,BR (Brazil)
Nicole,2019-10-23 01:23:07,00:06:01,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 11 (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:35:24,Not latest view,BR (Brazil)
Nicole,2019-10-23 01:22:08,00:00:03,Autoplayed: user action: None; ,Explicando - A Mente: Minissérie: Memória (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,Not latest view,BR (Brazil)
Nicole,2019-10-23 01:21:59,00:00:01,Autoplayed: user action: None; ,Harry Potter e as Relíquias da Morte,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Nicole,2019-10-23 01:21:14,00:00:02,Autoplayed: user action: None; ,Hemlock Grove: Temporada 1: Água-viva no céu (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,Not latest view,BR (Brazil)
Nicole,2019-10-23 01:20:58,00:00:04,Autoplayed: user action: None; ,The Bletchley Circle: Temporada 1: Decifrando o código de um assassino - parte 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Nicole,2019-10-23 01:20:00,00:00:03,Autoplayed: user action: None; ,Dinastia: Temporada 1: Quase não te reconheci (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,Not latest view,BR (Brazil)
Nicole,2019-10-23 01:18:31,00:00:01,Autoplayed: user action: None; ,Diga Quem Sou,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Nicole,2019-10-23 01:18:10,00:00:03,Autoplayed: user action: None; ,Better Than Us: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,Not latest view,BR (Brazil)
Nicole,2019-10-23 01:18:03,00:00:03,Autoplayed: user action: None; ,The Bletchley Circle: San Francisco: Temporada 1: Presídio (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Nicole,2019-10-22 01:17:10,00:00:05,Autoplayed: user action: None; ,Baby: Temporada 1: Superpoderes (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:05,Not latest view,BR (Brazil)
Nicole,2019-10-22 00:44:16,00:31:16,Autoplayed: user action: Unspecified; ,Baby: Temporada 2: O arquivo (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:48,00:42:48,BR (Brazil)
Nicole,2019-10-20 23:53:13,00:02:33,Autoplayed: user action: Unspecified; ,Baby: Temporada 2: O arquivo (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:11:33,Not latest view,BR (Brazil)
Nicole,2019-10-20 23:41:31,00:08:51,,Baby: Temporada 2: O arquivo (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:01,Not latest view,BR (Brazil)
Nicole,2019-10-20 22:38:44,00:38:54,,Baby: Temporada 2: Beco sem saída (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:39:04,00:39:04,BR (Brazil)
Nicole,2019-10-20 21:28:28,00:40:47,Autoplayed: user action: Unspecified; ,Baby: Temporada 2: Jogo da verdade (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:40:47,00:40:47,BR (Brazil)
Nicole,2019-10-20 18:38:37,00:00:01,,Baby: Temporada 2: Jogo da verdade (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Nicole,2019-10-20 17:49:49,00:48:43,Autoplayed: user action: Unspecified; ,Baby: Temporada 2: Fantasmas (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:43,00:48:43,BR (Brazil)
Nicole,2019-10-20 17:39:11,00:00:06,,Baby: Temporada 2: Fantasmas (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:16,Not latest view,BR (Brazil)
Nicole,2019-10-20 16:45:55,00:48:05,Autoplayed: user action: Unspecified; ,Baby: Temporada 2: A proposta (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:38,00:46:38,BR (Brazil)
Nicole,2019-10-20 15:54:47,00:46:47,,Baby: Temporada 2: #sóumjogo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:47,00:46:47,BR (Brazil)
Nicole,2019-10-11 22:40:18,00:44:16,Autoplayed: user action: Unspecified; ,Ordem na Casa com Marie Kondo: Temporada 1: A ordem traz felicidade (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:45:38,00:45:38,BR (Brazil)
Nicole,2019-10-11 22:09:33,00:26:32,,Amor Ocasional: Temporada 2: O plano da volta (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:26:32,00:26:32,BR (Brazil)
Nicole,2019-10-09 00:00:39,00:00:05,Autoplayed: user action: Unspecified; ,Animais Fantásticos e Onde Habitam,,Samsung 2017 Kant-M UHD TV Smart TV,01:37:00,Not latest view,BR (Brazil)
Nicole,2019-10-08 00:32:43,01:07:23,Autoplayed: user action: Unspecified; ,Animais Fantásticos e Onde Habitam,,Samsung 2017 Kant-M UHD TV Smart TV,01:36:56,Not latest view,BR (Brazil)
Nicole,2019-10-07 00:49:50,00:29:35,Autoplayed: user action: Unspecified; ,Animais Fantásticos e Onde Habitam,,Samsung 2017 Kant-M UHD TV Smart TV,00:29:35,Not latest view,BR (Brazil)
Nicole,2019-10-05 01:52:11,00:02:10,,Peles em Guerra: Temporada 3: A grande final (Episódio 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:39:51,00:39:51,BR (Brazil)
Nicole,2019-10-05 01:31:24,00:19:52,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 11 (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:29:28,Not latest view,BR (Brazil)
Nicole,2019-10-05 01:25:42,00:00:04,Autoplayed: user action: None; ,Betty em Nova York: Temporada 1: Beatriz Rincón irrumpe en V&M (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Nicole,2019-10-05 01:14:25,00:00:10,,Peles em Guerra: Temporada 3: Incríveis contorções (Episódio 9),,Google Chromecast V3 Streaming Stick,00:00:10,00:00:10,BR (Brazil)
Nicole,2019-10-05 00:34:02,00:40:15,,Peles em Guerra: Temporada 3: Fashionistas (Episódio 8),,Google Chromecast V3 Streaming Stick,00:40:15,00:40:15,BR (Brazil)
Nicole,2019-10-05 00:33:30,00:00:04,,Peles em Guerra: Temporada 3: Fashionistas (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:00:03,Not latest view,BR (Brazil)
Nicole,2019-10-04 01:28:34,00:00:03,Autoplayed: user action: None; ,Peles em Guerra: Temporada 3: Fashionistas (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:57,Not latest view,BR (Brazil)
Nicole,2019-10-04 00:48:50,00:39:41,,Peles em Guerra: Temporada 3: Sobreviver e prosperar (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:40:35,00:40:35,BR (Brazil)
Nicole,2019-10-04 00:08:41,00:40:06,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 3: Arte submersa (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:40:06,00:40:06,BR (Brazil)
Nicole,2019-10-04 00:02:24,00:05:24,,Kurt Seyit ve Şura: Temporada 1: Episódio 11 (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:36,Not latest view,BR (Brazil)
Nicole,2019-10-03 23:00:18,00:01:59,Autoplayed: user action: None; ,Kurt Seyit ve Şura: Temporada 1: Episódio 11 (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:04:13,Not latest view,BR (Brazil)
Nicole,2019-10-03 22:15:25,00:43:25,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 10 (Episódio 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:45:39,00:45:39,BR (Brazil)
Nicole,2019-10-03 21:57:25,00:17:57,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 9 (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:25,00:46:25,BR (Brazil)
Nicole,2019-10-03 01:50:05,00:40:29,,Peles em Guerra: Temporada 3: O próximo a desaparecer (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:23,00:41:23,BR (Brazil)
Nicole,2019-10-03 01:07:48,00:41:09,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 3: Miss Skin Wars (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:09,00:41:09,BR (Brazil)
Nicole,2019-10-02 01:15:15,00:29:24,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 3: Novas dimensões (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:18,00:41:18,BR (Brazil)
Nicole,2019-10-02 00:58:19,00:11:01,Autoplayed: user action: None; ,Peles em Guerra: Temporada 3: Novas dimensões (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:11:55,Not latest view,BR (Brazil)
Nicole,2019-10-02 00:16:58,00:41:17,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 3: Nem tudo é brincadeira (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:17,00:41:17,BR (Brazil)
Nicole,2019-10-01 14:59:39,00:00:04,,Dumplin',,Netflix Chrome MAC (Cadmium) HTML 5,01:03:32,01:03:32,BR (Brazil)
Nicole,2019-10-01 01:06:47,00:00:36,Autoplayed: user action: None; ,Peles em Guerra: Temporada 3: Nem tudo é brincadeira (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:30,Not latest view,BR (Brazil)
Nicole,2019-10-01 00:29:00,00:37:43,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 3: Festa e fantasia (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:00,00:42:00,BR (Brazil)
Nicole,2019-10-01 00:01:48,00:24:28,,RuPaul's Drag Race: Temporada 11: Trump: O Rusical (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:51:25,00:51:25,BR (Brazil)
Nicole,2019-10-01 00:00:54,00:00:02,Autoplayed: user action: Unspecified; ,"RuPaul's Drag Race: Temporada 11: Meu Deus, menina, corra! (Episódio 2)",,Samsung 2017 Kant-M UHD TV Smart TV,00:01:04,00:01:04,BR (Brazil)
Nicole,2019-09-30 23:34:15,00:00:04,,"RuPaul's Drag Race: Temporada 11: Meu Deus, menina, corra! (Episódio 2)",,Google Chromecast V3 Streaming Stick,00:01:04,Not latest view,BR (Brazil)
Nicole,2019-09-30 22:36:32,00:00:04,,RuPaul's Drag Race: Temporada 11: O que você tem aí? (Episódio 1),,DefaultWidevineAndroidPhone,00:00:04,Not latest view,BR (Brazil)
Nicole,2019-09-30 22:36:10,00:00:02,,RuPaul's Drag Race: Temporada 2: Country Queens (Episódio 3),,DefaultWidevineAndroidPhone,00:00:02,00:00:02,BR (Brazil)
Nicole,2019-09-30 22:36:06,00:00:01,,RuPaul's Drag Race: Temporada 2: Country Queens (Episódio 3),,DefaultWidevineAndroidPhone,00:00:01,Not latest view,BR (Brazil)
Nicole,2019-09-30 22:33:08,01:00:58,,RuPaul's Drag Race: Temporada 11: O que você tem aí? (Episódio 1),,Google Chromecast V3 Streaming Stick,01:00:58,01:00:58,BR (Brazil)
Nicole,2019-09-30 02:17:47,00:40:01,Autoplayed: user action: Unspecified; ,RuPaul's Drag Race: Temporada 2: Parando o trânsito (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:20,00:42:20,BR (Brazil)
Nicole,2019-09-30 01:34:05,00:43:38,,RuPaul's Drag Race: Temporada 2: E o vento lacrou (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:38,00:43:38,BR (Brazil)
Nicole,2019-09-30 01:33:55,00:00:02,Autoplayed: user action: None; ,RuPaul's Drag Race: Temporada 1: Montada por um centavo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:16,00:07:16,BR (Brazil)
Nicole,2019-09-30 01:23:08,00:07:30,Autoplayed: user action: Unspecified; ,RuPaul's Drag Race: Temporada 1: Montada por um centavo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:16,Not latest view,BR (Brazil)
Nicole,2019-09-30 00:35:48,00:03:24,,Peles em Guerra: Temporada 3: Festa e fantasia (Episódio 1),,Google Chromecast V3 Streaming Stick,00:04:18,Not latest view,BR (Brazil)
Nicole,2019-09-29 23:47:23,00:44:08,,Peles em Guerra: Temporada 2: A grande ilusão (Episódio 10),,Google Chromecast V3 Streaming Stick,00:41:47,00:41:47,BR (Brazil)
Nicole,2019-09-29 22:59:58,00:00:01,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,DefaultWidevineAndroidPhone,00:00:42,Not latest view,BR (Brazil)
Nicole,2019-09-29 22:59:40,00:00:02,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,DefaultWidevineAndroidPhone,00:00:42,Not latest view,BR (Brazil)
Nicole,2019-09-29 22:59:23,00:00:05,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,DefaultWidevineAndroidPhone,00:00:51,Not latest view,BR (Brazil)
Nicole,2019-09-29 22:59:13,00:00:04,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,DefaultWidevineAndroidPhone,00:00:49,Not latest view,BR (Brazil)
Nicole,2019-09-29 22:56:35,00:41:08,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,Google Chromecast V3 Streaming Stick,00:41:48,00:41:48,BR (Brazil)
Nicole,2019-09-29 15:00:29,00:00:02,,Peles em Guerra: Temporada 2: Beleza natural (Episódio 9),,Google Chromecast V3 Streaming Stick,00:00:46,Not latest view,BR (Brazil)
Nicole,2019-09-29 14:19:18,00:40:57,,Peles em Guerra: Temporada 2: Homem contra máquina (Episódio 8),,Google Chromecast V3 Streaming Stick,00:41:41,00:41:41,BR (Brazil)
Nicole,2019-09-29 13:38:02,00:41:05,,Peles em Guerra: Temporada 2: Inspiração circense (Episódio 7),,Google Chromecast V3 Streaming Stick,00:41:49,00:41:49,BR (Brazil)
Nicole,2019-09-29 13:23:59,00:00:03,,Peles em Guerra: Temporada 2: O mundo do steampunk (Episódio 6),,DefaultWidevineAndroidPhone,00:37:41,Not latest view,BR (Brazil)
Nicole,2019-09-29 13:23:49,00:00:04,,Peles em Guerra: Temporada 2: Inspiração circense (Episódio 7),,DefaultWidevineAndroidPhone,00:00:04,Not latest view,BR (Brazil)
Nicole,2019-09-29 13:20:35,00:17:16,,Peles em Guerra: Temporada 2: O mundo do steampunk (Episódio 6),,Google Chromecast V3 Streaming Stick,00:41:49,00:41:49,BR (Brazil)
Nicole,2019-09-29 00:48:45,00:40:42,,Peles em Guerra: Temporada 2: O mundo do steampunk (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:28,Not latest view,BR (Brazil)
Nicole,2019-09-28 01:44:48,00:00:04,,Peles em Guerra: Temporada 2: O mundo do steampunk (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:48,Not latest view,BR (Brazil)
Nicole,2019-09-28 01:03:55,00:40:51,,Peles em Guerra: Temporada 2: Confusão emocional (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:35,00:41:35,BR (Brazil)
Nicole,2019-09-28 00:23:23,00:40:31,,Peles em Guerra: Temporada 2: Queens ou divas? (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:15,00:41:15,BR (Brazil)
Nicole,2019-09-27 23:42:13,00:41:08,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 2: Harmonia musical (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:08,00:41:08,BR (Brazil)
Nicole,2019-09-27 16:00:11,00:41:36,,Peles em Guerra: Temporada 2: Agridoce (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:30,00:41:30,BR (Brazil)
Nicole,2019-09-27 00:27:22,00:25:01,,Kurt Seyit ve Şura: Temporada 1: Episódio 9 (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:28:28,Not latest view,BR (Brazil)
Nicole,2019-09-27 00:01:44,00:25:22,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 8 (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:19,00:46:19,BR (Brazil)
Nicole,2019-09-26 23:42:46,00:00:58,,Peles em Guerra: Temporada 2: Agridoce (Episódio 2),,Google Chromecast V3 Streaming Stick,00:01:42,Not latest view,BR (Brazil)
Nicole,2019-09-26 23:00:19,00:42:18,,Peles em Guerra: Temporada 2: Corpo e alma (Episódio 1),,Google Chromecast V3 Streaming Stick,00:42:18,00:42:18,BR (Brazil)
Nicole,2019-09-26 23:00:03,00:00:01,,Peles em Guerra: Temporada 2: Corpo e alma (Episódio 1),,DefaultWidevineAndroidPhone,00:00:01,Not latest view,BR (Brazil)
Nicole,2019-09-26 00:39:05,00:05:10,Autoplayed: user action: Unspecified; ,Monarca: Temporada 1: O corte (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:05:44,00:05:44,BR (Brazil)
Nicole,2019-09-26 00:34:37,00:00:45,,Peles em Guerra: Temporada 1: O reencontro (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:45,00:00:45,BR (Brazil)
Nicole,2019-09-25 23:52:56,00:40:28,,Peles em Guerra: Temporada 1: A jornada do artista (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:16,00:41:16,BR (Brazil)
Nicole,2019-09-25 23:13:09,00:39:44,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 1: A arte da ilusão (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:40:54,00:40:54,BR (Brazil)
Nicole,2019-09-25 20:51:48,00:00:24,Autoplayed: user action: None; ,Peles em Guerra: Temporada 1: A arte da ilusão (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:12,Not latest view,BR (Brazil)
Nicole,2019-09-25 20:09:20,00:40:53,,Peles em Guerra: Temporada 1: Vale tudo (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:41,00:41:41,BR (Brazil)
Nicole,2019-09-25 19:28:55,00:40:23,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 1: Fato ou mito (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:15,00:41:15,BR (Brazil)
Nicole,2019-09-25 19:16:39,00:00:06,Autoplayed: user action: None; ,Peles em Guerra: Temporada 1: Fato ou mito (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:54,Not latest view,BR (Brazil)
Nicole,2019-09-25 18:34:36,00:41:01,Autoplayed: user action: Unspecified; ,Peles em Guerra: Temporada 1: Demônios interiores (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:43,00:41:43,BR (Brazil)
Nicole,2019-09-25 15:46:03,00:41:42,,Peles em Guerra: Temporada 1: Couro e renda (Episódio 3),,Google Chromecast V3 Streaming Stick,00:41:43,00:41:43,BR (Brazil)
Nicole,2019-09-25 15:05:11,00:40:43,,Peles em Guerra: Temporada 1: Agora você me vê (Episódio 2),,Google Chromecast V3 Streaming Stick,00:41:33,00:41:33,BR (Brazil)
Nicole,2019-09-25 15:03:39,00:00:04,,Peles em Guerra: Temporada 1: Agora você me vê (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:00:54,Not latest view,BR (Brazil)
Nicole,2019-09-25 00:36:59,00:00:03,,Peles em Guerra: Temporada 1: Agora você me vê (Episódio 2),,Google Chromecast V3 Streaming Stick,00:00:51,Not latest view,BR (Brazil)
Nicole,2019-09-24 23:54:39,00:42:12,,Peles em Guerra: Temporada 1: Telas nuas (Episódio 1),,Google Chromecast V3 Streaming Stick,00:42:12,00:42:12,BR (Brazil)
Nicole,2019-09-24 23:40:19,00:14:07,,"Food, Booze & Tattoos: Temporada 1: Lendas/Joanesburgo (Episódio 1)",,Google Chromecast V3 Streaming Stick,00:17:41,00:17:41,BR (Brazil)
Nicole,2019-09-24 23:34:58,00:05:11,,As Casas Mais Extraordinárias do Mundo: Temporada 2: Parte B: Índia (Episódio 2),,Google Chromecast V3 Streaming Stick,00:05:11,00:05:11,BR (Brazil)
Nicole,2019-09-24 22:59:45,00:17:38,,Kurt Seyit ve Şura: Temporada 1: Episódio 8 (Episódio 8),,Google Chromecast V3 Streaming Stick,00:19:52,Not latest view,BR (Brazil)
Nicole,2019-09-24 22:23:01,00:00:02,,Kurt Seyit ve Şura: Temporada 1: Episódio 7 (Episódio 7),,DefaultWidevineAndroidPhone,00:06:11,Not latest view,BR (Brazil)
Nicole,2019-09-24 22:19:36,00:40:00,,Kurt Seyit ve Şura: Temporada 1: Episódio 7 (Episódio 7),,Google Chromecast V3 Streaming Stick,00:46:10,00:46:10,BR (Brazil)
Nicole,2019-09-23 23:02:02,00:03:57,,Kurt Seyit ve Şura: Temporada 1: Episódio 7 (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:06:11,Not latest view,BR (Brazil)
Nicole,2019-09-23 22:19:54,00:39:54,,Kurt Seyit ve Şura: Temporada 1: Episódio 6 (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:04,00:46:04,BR (Brazil)
Nicole,2019-09-23 22:17:30,00:00:02,Autoplayed: user action: Unspecified; ,Kurt Seyit ve Şura: Temporada 1: Episódio 6 (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:06:12,Not latest view,BR (Brazil)
Nicole,2019-09-22 23:17:13,00:03:56,,Kurt Seyit ve Şura: Temporada 1: Episódio 6 (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:06:10,Not latest view,BR (Brazil)
Nicole,2019-09-22 23:02:00,00:15:03,,Kurt Seyit ve Şura: Temporada 1: Episódio 5 (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:00,00:48:00,BR (Brazil)
Nicole,2019-09-22 18:25:06,00:14:18,,Kurt Seyit ve Şura: Temporada 1: Episódio 5 (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:32:04,Not latest view,BR (Brazil)
Nicole,2019-09-22 17:55:07,00:15:33,Autoplayed: user action: None; ,Kurt Seyit ve Şura: Temporada 1: Episódio 5 (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:17:47,Not latest view,BR (Brazil)
